cdr_id,query_time,rtp_time,sip_time,merge_time
55141006818,0.029581308364868164,0.6256289482116699,0.0058972835540771484,0.6611199378967285
55141006820,0.025120973587036133,0.6238405704498291,0.004534721374511719,0.6535108089447021
55141006826,0,0.6292176246643066,0,0.6292285919189453
55141006828,0.026923179626464844,0.6297636032104492,0.005229949951171875,0.6619300842285156
55141006837,0,0.625108003616333,0,0.6251187324523926
55141006839,0.024269819259643555,0.6331989765167236,0.0050122737884521484,0.6624941825866699
55141006843,0,0.6237349510192871,0,0.6237506866455078
55141006846,0.02663564682006836,0.6279456615447998,0.0053615570068359375,0.6599581241607666
55141006852,0,0.62333083152771,0,0.6233425140380859
55141006855,0.037499427795410156,0.6536149978637695,0.005008220672607422,0.6961362361907959
55141006857,0.0434117317199707,0.634545087814331,0.0035889148712158203,0.6815621852874756
55141006859,0.0581662654876709,0.6977188587188721,0.0039288997650146484,0.75982666015625
55141006861,0.029738426208496094,0.6306111812591553,0.0039975643157958984,0.6643602848052979
55141006867,0.025098562240600586,0.6242971420288086,0.0054264068603515625,0.6548337936401367
55141006874,0.02422332763671875,0.6256046295166016,0.00543522834777832,0.6552748680114746
55141006879,0,0.6328091621398926,0,0.6328210830688477
55141006882,0.025051355361938477,0.6220912933349609,0.00481867790222168,0.6519749164581299
55141006885,0.02390003204345703,0.6270349025726318,0.0046215057373046875,0.6555678844451904
55141006895,0.024569034576416016,0.6332235336303711,0.005690097808837891,0.663494348526001
55141006898,0.024287939071655273,0.6285784244537354,0.0039556026458740234,0.6568326950073242
55141006900,0.024091005325317383,0.6587991714477539,0.005077362060546875,0.687978982925415
55141006905,0.024415969848632813,0.6332199573516846,0.0037298202514648438,0.6613821983337402
55141006907,0.026160001754760742,0.6290390491485596,0.0038220882415771484,0.6590337753295898
55141006910,0.023600339889526367,0.6555192470550537,0.004202604293823242,0.6833341121673584
55141006916,0.0892481803894043,0.70658278465271,0.004374504089355469,0.800217866897583
55141006918,0.07194089889526367,0.6582508087158203,0.0049893856048583984,0.7351925373077393
55141006920,0.023392915725708008,0.6342229843139648,0.0036840438842773438,0.6613104343414307
55141006923,0.024509668350219727,0.623466968536377,0.0037190914154052734,0.6517064571380615
55141006928,0.022946834564208984,0.6229979991912842,0.004953145980834961,0.6509079933166504
55141006936,0.022914886474609375,0.6239051818847656,0.004458189010620117,0.6512880325317383
55141006939,0.02416682243347168,0.6240417957305908,0.004590034484863281,0.652808666229248
55141006948,0.024411439895629883,0.6399359703063965,0.004279136657714844,0.6686372756958008
55141006951,0.024775981903076172,0.6343293190002441,0.0043904781341552734,0.6635067462921143
55141006953,0.023620128631591797,0.6293764114379883,0.0036461353302001953,0.6566534042358398
55141006961,0.022628307342529297,0.6289036273956299,0.0038619041442871094,0.6554040908813477
55141006963,0.02311849594116211,0.6703484058380127,0.00360870361328125,0.6970863342285156
55141006965,0.02564263343811035,0.6297087669372559,0.004040718078613281,0.6594083309173584
55141006969,0.023603200912475586,0.6321113109588623,0.003907442092895508,0.6596338748931885
55141006974,0.023636817932128906,0.8482987880706787,0.003790616989135742,0.8757369518280029
55141006981,0.11933469772338867,0.6481623649597168,0.003631591796875,0.7711391448974609
55141006984,0,0.7300283908843994,0,0.7300388813018799
55141006986,0,0.6502206325531006,0,0.6502330303192139
55141006993,0,0.6341497898101807,0,0.6341609954833984
55141006995,0.025660037994384766,0.6289336681365967,0.00397944450378418,0.6585853099822998
55141006997,0.02361011505126953,0.6287612915039063,0.005591630935668945,0.6579740047454834
55141007002,0,0.6294577121734619,0,0.6294677257537842
55141007010,0.0251920223236084,0.633673906326294,0.00458836555480957,0.6634659767150879
55141007016,0.023511409759521484,0.6270079612731934,0.004856109619140625,0.655386209487915
55141007017,0,0.6272106170654297,0,0.6272227764129639
55141007018,0.026483535766601563,0.6332690715789795,0.0036482810974121094,0.6634140014648438
55141007020,0,0.6332340240478516,0,0.6332459449768066
55141007021,0.025018692016601563,0.6223626136779785,0.0035970211029052734,0.6509878635406494
55141007022,0.024334430694580078,0.6227779388427734,0.0033690929412841797,0.6504883766174316
55141007024,0,0.6714518070220947,0,0.6714580059051514
55141007027,0,0.9824326038360596,0,0.9824395179748535
55141007029,0,0.7072765827178955,0,0.7072830200195313
55141007031,0.02636241912841797,0.6267213821411133,0.00356292724609375,0.6566534042358398
55141007032,0,0.6294922828674316,0,0.6294975280761719
55141007034,0.025693416595458984,0.6229825019836426,0.003628253936767578,0.6523103713989258
55141007035,0.024661779403686523,0.6221954822540283,0.0032236576080322266,0.6500861644744873
55141007037,0,0.6318216323852539,0,0.6318268775939941
55141007038,0.02410125732421875,0.6248867511749268,0.003171682357788086,0.6521666049957275
55141007039,0.023318052291870117,0.621427059173584,0.0034265518188476563,0.6481766700744629
55141007040,0,0.6238725185394287,0,0.6238775253295898
55141007041,0.025803565979003906,0.6332800388336182,0.004229545593261719,0.6633214950561523
55141007043,0.02332329750061035,0.6293120384216309,0.004637479782104492,0.6572883129119873
55141007044,0,0.623347282409668,0,0.6233594417572021
55141007045,0,0.622572660446167,0,0.6225845813751221
55141007046,0.02529144287109375,0.692451000213623,0.004373073577880859,0.7221279144287109
55141007047,0.03073716163635254,0.6673834323883057,0.005469560623168945,0.7036008834838867
55141007049,0.027489662170410156,0.6472082138061523,0.004970073699951172,0.6796774864196777
55141007062,0.0708920955657959,0.6288661956787109,0.004415035247802734,0.7041840553283691
55141007064,0.02296924591064453,0.6232500076293945,0.004917621612548828,0.6511471271514893
55141007070,0.024462461471557617,0.6217038631439209,0.0036764144897460938,0.6498525142669678
55141007072,0.02326226234436035,0.6229496002197266,0.004937648773193359,0.6511590480804443
55141007074,0.022858142852783203,0.6269707679748535,0.0033273696899414063,0.6531662940979004
55141007083,0,0.6222140789031982,0,0.6222240924835205
55141007088,0,0.6222901344299316,0,0.6223015785217285
55141007090,0,0.6216742992401123,0,0.621685266494751
55141007092,0,0.6201653480529785,0,0.6201760768890381
55141007097,0.026328086853027344,0.6383333206176758,0.00421595573425293,0.6688885688781738
55141007101,0.024370193481445313,0.6248865127563477,0.005342721939086914,0.654613733291626
55141007104,0.023186922073364258,0.6202280521392822,0.004767894744873047,0.6481928825378418
55141007106,0.023689746856689453,0.6354825496673584,0.004714488983154297,0.6638963222503662
55141007108,0.12088894844055176,0.6334421634674072,0.0036787986755371094,0.7580194473266602
55141007109,0.06159019470214844,0.6420621871948242,0.003675699234008789,0.7073366641998291
55141007111,0.02280139923095703,0.6206495761871338,0.0039272308349609375,0.6473865509033203
55141007113,0.026181697845458984,0.6236422061920166,0.005783557891845703,0.655616283416748
55141007117,0.023186922073364258,0.6453135013580322,0.004022836685180664,0.6725318431854248
55141007119,0,0.6356878280639648,0,0.635697603225708
55141007120,0.025151729583740234,0.623828649520874,0.005840778350830078,0.6548314094543457
55141007121,0,0.622164249420166,0,0.622173547744751
